,Location,Price,Type,No. Beds,No. Baths,Area,Latitude,Longitude,Region,Sub-region
3764.0,"Central Road, Dhanmondi, Dhaka",19500000,Apartment,3.0,3.0,2300.0,23.74191,90.38891,Dhanmondi,Central Road
3765.0,"Faydabad, Dakshin Khan, Dhaka",6500000,Apartment,3.0,3.0,1100.0,23.851589999999998,90.4151,DakshinKhan,Faydabad
3766.0,"Road No 3, Banani, Dhaka",28100000,Apartment,3.0,4.0,2228.0,23.77727,90.36475,Banani,Road No 3
3767.0,"Road No 3, Banani, Dhaka",35000000,Apartment,3.0,4.0,2500.0,23.77727,90.36475,Banani,Road No 3
3768.0,"Dakkhin Paikpara, Mirpur, Dhaka",4900000,Apartment,3.0,3.0,1170.0,23.791929999999997,90.35733,Mirpur,Dakkhin Paikpara
3769.0,"Moghbazar Kazi Office Lane, Maghbazar, Dhaka",5600000,Apartment,2.0,2.0,924.0,23.746389999999998,90.40844,Maghbazar,Moghbazar Kazi Office Lane
3770.0,"North Azampur, Dakshin Khan, Dhaka",4600000,Apartment,2.0,2.0,1150.0,23.851589999999998,90.4151,DakshinKhan,North Azampur
3771.0,"North Azampur, Dakshin Khan, Dhaka",4600000,Apartment,2.0,2.0,1150.0,23.851589999999998,90.4151,DakshinKhan,North Azampur
3772.0,"North Azampur, Dakshin Khan, Dhaka",4800000,Apartment,3.0,2.0,1200.0,23.851589999999998,90.4151,DakshinKhan,North Azampur
3773.0,"Gulshan 2, Gulshan, Dhaka",74000000,Apartment,4.0,4.0,3700.0,23.790589999999998,90.42566,Gulshan,Gulshan 2
3774.0,"Green City Housing, Mohammadpur, Dhaka",5200000,Apartment,3.0,3.0,1300.0,23.76427,90.36547,Mohammadpur,Green City Housing
3775.0,"Block C, Bashundhara R-A, Dhaka",37500000,Duplex,5.0,6.0,4000.0,23.75596,90.37065,BashundharaR-A,Block C
3776.0,"North Adabor, Adabor, Dhaka",9880000,Apartment,3.0,3.0,1520.0,23.74372,90.385,Adabor,North Adabor
3777.0,"Madartek, Bashabo, Dhaka",9025000,Apartment,3.0,3.0,1550.0,23.74009,90.43418,Bashabo,Madartek
3778.0,"Gulshan 2, Gulshan, Dhaka",74000000,Apartment,4.0,4.0,3700.0,23.790589999999998,90.42566,Gulshan,Gulshan 2
3779.0,"Shah Kabir Mazar Road, Dakshin Khan, Dhaka",4200000,Apartment,2.0,2.0,1050.0,23.86765,90.40599,DakshinKhan,Shah Kabir Mazar Road
3780.0,"Pirerbag, Mirpur, Dhaka",6800000,Apartment,3.0,3.0,1250.0,23.81223,90.35967,Mirpur,Pirerbag
3781.0,"North Adabor, Adabor, Dhaka",7000000,Apartment,3.0,3.0,1050.0,23.74372,90.385,Adabor,North Adabor
3782.0,"Rajabazar, Tejgaon, Dhaka",8500000,Apartment,3.0,2.0,1050.0,23.7921,90.37846,Tejgaon,Rajabazar
3783.0,"Rajabazar, Tejgaon, Dhaka",8800000,Apartment,3.0,2.0,1050.0,23.7921,90.37846,Tejgaon,Rajabazar
3784.0,"Gulshan 2, Gulshan, Dhaka",74000000,Apartment,4.0,4.0,3700.0,23.790589999999998,90.42566,Gulshan,Gulshan 2
3785.0,"Dakkhin Paikpara, Mirpur, Dhaka",6000000,Apartment,3.0,3.0,1340.0,23.791929999999997,90.35733,Mirpur,Dakkhin Paikpara
3786.0,"Paikpara, Mirpur, Dhaka",4200000,Apartment,3.0,3.0,1080.0,23.791929999999997,90.35733,Mirpur,Paikpara
3787.0,"Middle Monipur, Mirpur, Dhaka",2500000,Apartment,2.0,2.0,650.0,23.81223,90.35967,Mirpur,Middle Monipur
3788.0,"Dagormora, Savar, Dhaka",2704800,Apartment,3.0,2.0,966.0,23.841520000000003,90.24643,Savar,Dagormora
3789.0,"Madhya Ajampur, Dakshin Khan, Dhaka",3000000,Apartment,2.0,2.0,750.0,23.851589999999998,90.4151,DakshinKhan,Madhya Ajampur
3790.0,"North Azampur, Dakshin Khan, Dhaka",6000000,Apartment,3.0,2.0,1200.0,23.851589999999998,90.4151,DakshinKhan,North Azampur
3791.0,"Kamlapur, Motijheel, Dhaka",21800000,Apartment,3.0,4.0,1744.0,23.725579999999997,90.42179,Motijheel,Kamlapur
3792.0,"Kamlapur, Motijheel, Dhaka",20000000,Apartment,3.0,4.0,1744.0,23.725579999999997,90.42179,Motijheel,Kamlapur
3793.0,"Chandrima Model Town, Mohammadpur, Dhaka",3500000,Apartment,3.0,2.0,1050.0,23.76427,90.36547,Mohammadpur,Chandrima Model Town
3794.0,"Faydabad, Dakshin Khan, Dhaka",6200000,Apartment,3.0,3.0,1250.0,23.851589999999998,90.4151,DakshinKhan,Faydabad
3795.0,"Faydabad, Dakshin Khan, Dhaka",6200000,Apartment,3.0,3.0,1250.0,23.851589999999998,90.4151,DakshinKhan,Faydabad
3796.0,"Middle Monipur, Mirpur, Dhaka",2500000,Apartment,2.0,2.0,650.0,23.81223,90.35967,Mirpur,Middle Monipur
3797.0,"Faydabad, Dakshin Khan, Dhaka",6200000,Apartment,3.0,3.0,1250.0,23.851589999999998,90.4151,DakshinKhan,Faydabad
3798.0,"Faydabad, Dakshin Khan, Dhaka",6200000,Apartment,3.0,3.0,1250.0,23.851589999999998,90.4151,DakshinKhan,Faydabad
3799.0,"East Bashabo, Bashabo, Dhaka",3800000,Apartment,3.0,2.0,1000.0,23.7405,90.43472,Bashabo,East Bashabo
3800.0,"Faydabad, Dakshin Khan, Dhaka",6600000,Apartment,3.0,3.0,1400.0,23.851589999999998,90.4151,DakshinKhan,Faydabad
3801.0,"Green City Housing, Mohammadpur, Dhaka",4000000,Apartment,3.0,2.0,1098.0,23.76427,90.36547,Mohammadpur,Green City Housing
3802.0,"Green City Housing, Mohammadpur, Dhaka",4000000,Apartment,3.0,2.0,1098.0,23.76427,90.36547,Mohammadpur,Green City Housing
3803.0,"Green City Housing, Mohammadpur, Dhaka",5764000,Apartment,3.0,3.0,1441.0,23.76427,90.36547,Mohammadpur,Green City Housing
3804.0,"Faydabad, Dakshin Khan, Dhaka",6600000,Apartment,3.0,3.0,1400.0,23.851589999999998,90.4151,DakshinKhan,Faydabad
3805.0,"Gajanabi Road, Mohammadpur, Dhaka",23000000,Apartment,3.0,4.0,2172.0,23.76744,90.36699,Mohammadpur,Gajanabi Road
3806.0,"Middle Bashabo, Bashabo, Dhaka",9200000,Apartment,3.0,3.0,1400.0,23.74009,90.43418,Bashabo,Middle Bashabo
3807.0,"Middle Bashabo, Bashabo, Dhaka",9200000,Apartment,3.0,3.0,1400.0,23.74009,90.43418,Bashabo,Middle Bashabo
3808.0,"Gulshan 1, Gulshan, Dhaka",35000000,Apartment,3.0,4.0,2700.0,23.790589999999998,90.42566,Gulshan,Gulshan 1
3809.0,"Sector 10, Uttara, Dhaka",13125000,Apartment,3.0,4.0,1750.0,23.86846,90.3928,Uttara,Sector 10
3810.0,"Sector 10, Uttara, Dhaka",13125000,Apartment,3.0,4.0,1750.0,23.86846,90.3928,Uttara,Sector 10
3811.0,"Sector 10, Uttara, Dhaka",13125000,Apartment,3.0,4.0,1750.0,23.86846,90.3928,Uttara,Sector 10
3812.0,"Sultangong Road, Hazaribag, Dhaka",7250000,Apartment,3.0,3.0,1450.0,23.766289999999998,90.41775,Hazaribag,Sultangong Road
3813.0,"Pirerbag, Mirpur, Dhaka",5300000,Apartment,3.0,3.0,1390.0,23.81223,90.35967,Mirpur,Pirerbag
3814.0,"Tejkunipara, Tejgaon, Dhaka",6550000,Apartment,3.0,3.0,1175.0,23.7921,90.37846,Tejgaon,Tejkunipara
3815.0,"Mohammadi Housing LTD., Mohammadpur, Dhaka",7200000,Apartment,3.0,3.0,1175.0,23.76427,90.36547,Mohammadpur,Mohammadi Housing LTD.
3816.0,"Namapara, Khilkhet, Dhaka",8000000,Plot,,,1800.0,23.833029999999997,90.435,Khilkhet,Namapara
3817.0,"Block M, Bashundhara R-A, Dhaka",14000000,Plot,,,2912.0,23.668029999999998,90.43935,BashundharaR-A,Block M
3818.0,"Green City Housing, Mohammadpur, Dhaka",4000000,Apartment,3.0,2.0,1098.0,23.76427,90.36547,Mohammadpur,Green City Housing
3819.0,"Green City Housing, Mohammadpur, Dhaka",5764000,Apartment,3.0,3.0,1441.0,23.76427,90.36547,Mohammadpur,Green City Housing
3820.0,"Green City Housing, Mohammadpur, Dhaka",4000000,Apartment,3.0,2.0,1098.0,23.76427,90.36547,Mohammadpur,Green City Housing
3821.0,"Green City Housing, Mohammadpur, Dhaka",5000000,Apartment,3.0,3.0,1320.0,23.76427,90.36547,Mohammadpur,Green City Housing
3822.0,"Green City Housing, Mohammadpur, Dhaka",4900000,Apartment,3.0,3.0,1320.0,23.76427,90.36547,Mohammadpur,Green City Housing
3823.0,"PC Culture Housing, Mohammadpur, Dhaka",6500000,Apartment,3.0,3.0,1040.0,23.76427,90.36547,Mohammadpur,PC Culture Housing
3824.0,"Middle Monipur, Mirpur, Dhaka",5000000,Apartment,3.0,2.0,850.0,23.81223,90.35967,Mirpur,Middle Monipur
3825.0,"Sultangong Road, Hazaribag, Dhaka",6250000,Apartment,3.0,3.0,1250.0,23.766289999999998,90.41775,Hazaribag,Sultangong Road
3826.0,"Sultangong Road, Hazaribag, Dhaka",7000000,Apartment,3.0,3.0,1400.0,23.766289999999998,90.41775,Hazaribag,Sultangong Road
3827.0,"Road No 5, Dhanmondi, Dhaka",26500000,Apartment,3.0,4.0,2541.0,23.75479,90.36055999999999,Dhanmondi,Road No 5
3828.0,"Pirerbag, Mirpur, Dhaka",8000000,Apartment,3.0,3.0,1350.0,23.81223,90.35967,Mirpur,Pirerbag
3829.0,"Block F, Banasree, Dhaka",5600000,Apartment,2.0,2.0,950.0,23.76354,90.4318,Banasree,Block F
3830.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",7000000,Apartment,3.0,3.0,1080.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
3831.0,"Katashur, Mohammadpur, Dhaka",4200000,Apartment,2.0,2.0,650.0,23.76427,90.36547,Mohammadpur,Katashur
3832.0,"Sector 10, Uttara, Dhaka",14137500,Apartment,3.0,5.0,2175.0,23.86846,90.3928,Uttara,Sector 10
3833.0,"Sector 10, Uttara, Dhaka",14137500,Apartment,3.0,5.0,2175.0,23.86846,90.3928,Uttara,Sector 10
3834.0,"Sector 10, Uttara, Dhaka",14137500,Apartment,3.0,5.0,2175.0,23.86846,90.3928,Uttara,Sector 10
3835.0,"Sector 10, Uttara, Dhaka",14137500,Apartment,3.0,5.0,2175.0,23.86846,90.3928,Uttara,Sector 10
3836.0,"Sector 7, Uttara, Dhaka",15500000,Apartment,3.0,4.0,1500.0,23.86846,90.3928,Uttara,Sector 7
3837.0,"Baitul Aman Housing Society, Adabor, Dhaka",9232600,Apartment,3.0,3.0,1378.0,23.7766,90.36276,Adabor,Baitul Aman Housing Society
3838.0,"Uttar Badda, Badda, Dhaka",4095000,Apartment,3.0,2.0,1170.0,23.81501,90.43623000000001,Badda,Uttar Badda
3839.0,"North Shahjahanpur, Shahjahanpur, Dhaka",8000000,Apartment,3.0,3.0,1200.0,23.73723,90.4183,Shahjahanpur,North Shahjahanpur
3840.0,"North Shahjahanpur, Shahjahanpur, Dhaka",7000000,Apartment,3.0,3.0,1100.0,23.73723,90.4183,Shahjahanpur,North Shahjahanpur
3841.0,"Block G, Bashundhara R-A, Dhaka",55000000,Building,18.0,10.0,9000.0,23.78357,90.40878000000001,BashundharaR-A,Block G
3842.0,"Sector 18, Uttara, Dhaka",8900000,Apartment,3.0,3.0,1654.0,23.86846,90.3928,Uttara,Sector 18
3843.0,"West Agargaon, Agargaon, Dhaka",3000000,Apartment,2.0,2.0,750.0,23.773229999999998,90.37154,Agargaon,West Agargaon
3844.0,"Nurer Chala, Badda, Dhaka",6800000,Apartment,3.0,3.0,1214.0,23.81501,90.43623000000001,Badda,Nurer Chala
3845.0,"Shukrabad, Dhanmondi, Dhaka",8500000,Apartment,3.0,3.0,1300.0,23.7526,90.37758000000001,Dhanmondi,Shukrabad
3846.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",7900000,Apartment,3.0,3.0,1150.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
3847.0,"Donia, Jatra Bari, Dhaka",6500000,Apartment,3.0,3.0,1390.0,23.71667,90.42181,JatraBari,Donia
3848.0,"Block A, Bashundhara R-A, Dhaka",13000000,Apartment,3.0,4.0,1600.0,23.75669,90.37316,BashundharaR-A,Block A
3849.0,"Block A, Bashundhara R-A, Dhaka",12000000,Apartment,3.0,4.0,1470.0,23.75669,90.37316,BashundharaR-A,Block A
3850.0,"Block A, Bashundhara R-A, Dhaka",10500000,Apartment,3.0,4.0,1325.0,23.75669,90.37316,BashundharaR-A,Block A
3851.0,"Sector 7, Uttara, Dhaka",15500000,Apartment,3.0,4.0,1465.0,23.86846,90.3928,Uttara,Sector 7
3852.0,"Block J, Baridhara, Dhaka",15000000,Apartment,3.0,4.0,1850.0,23.8025,90.42285,Baridhara,Block J
3853.0,"Bosila, Mohammadpur, Dhaka",4600000,Apartment,2.0,2.0,850.0,23.76427,90.36547,Mohammadpur,Bosila
3854.0,"North Bashabo, Bashabo, Dhaka",8450000,Apartment,3.0,3.0,1200.0,23.7405,90.43472,Bashabo,North Bashabo
3855.0,"North Bashabo, Bashabo, Dhaka",8450000,Apartment,3.0,3.0,1200.0,23.7405,90.43472,Bashabo,North Bashabo
3856.0,"North Bashabo, Bashabo, Dhaka",9587500,Apartment,3.0,3.0,1375.0,23.7405,90.43472,Bashabo,North Bashabo
3857.0,"North Bashabo, Bashabo, Dhaka",8450000,Apartment,3.0,3.0,1200.0,23.7405,90.43472,Bashabo,North Bashabo
3858.0,"Naya Paltan, Motijheel, Dhaka",17000000,Apartment,5.0,4.0,1900.0,23.725579999999997,90.42179,Motijheel,Naya Paltan
3859.0,"Wari, Sutrapur, Dhaka",30000000,Apartment,5.0,6.0,2947.0,23.703110000000002,90.42015,Sutrapur,Wari
3860.0,"Sector 3, Uttara, Dhaka",17000000,Apartment,3.0,4.0,1798.0,23.86846,90.3928,Uttara,Sector 3
3861.0,"Sector 5, Uttara, Dhaka",15300000,Apartment,3.0,4.0,1800.0,23.86846,90.3928,Uttara,Sector 5
3862.0,"Section 2, Mirpur, Dhaka",7500000,Apartment,3.0,3.0,1250.0,23.81223,90.35967,Mirpur,Section 2
3864.0,"Block F, Banasree, Dhaka",5500000,Apartment,3.0,2.0,1250.0,23.76354,90.4318,Banasree,Block F
3865.0,"Block J, Baridhara, Dhaka",15000000,Apartment,3.0,4.0,1850.0,23.8025,90.42285,Baridhara,Block J
3866.0,"Block J, Baridhara, Dhaka",15000000,Apartment,3.0,4.0,1850.0,23.8025,90.42285,Baridhara,Block J
3867.0,"Block A, Bashundhara R-A, Dhaka",19500000,Apartment,4.0,4.0,2400.0,23.75669,90.37316,BashundharaR-A,Block A
3868.0,"Block A, Bashundhara R-A, Dhaka",19200000,Apartment,4.0,4.0,2400.0,23.75669,90.37316,BashundharaR-A,Block A
3869.0,"Block A, Bashundhara R-A, Dhaka",19500000,Apartment,4.0,4.0,2400.0,23.75669,90.37316,BashundharaR-A,Block A
3870.0,"Malibagh First Lane, Malibagh, Dhaka",8200000,Apartment,3.0,2.0,1250.0,23.74979,90.41256,Malibagh,Malibagh First Lane
3871.0,"Section 6, Mirpur, Dhaka",22200000,Apartment,4.0,5.0,3100.0,23.81223,90.35967,Mirpur,Section 6
3872.0,"Azimpur Road, Lalbagh, Dhaka",6000000,Apartment,3.0,3.0,1150.0,23.73266,90.38481999999999,Lalbagh,Azimpur Road
3873.0,"Road No 8, Dhanmondi, Dhaka",24000000,Apartment,3.0,4.0,2235.0,23.758779999999998,90.35595,Dhanmondi,Road No 8
3874.0,"Chowdhuripara, Khilgaon, Dhaka",8000000,Apartment,3.0,4.0,1330.0,23.75349,90.42469,Khilgaon,Chowdhuripara
3875.0,"Chowdhuripara, Khilgaon, Dhaka",8300000,Apartment,3.0,4.0,1330.0,23.75349,90.42469,Khilgaon,Chowdhuripara
3876.0,"Kallyanpur, Mirpur, Dhaka",6000000,Apartment,3.0,4.0,1275.0,23.81467,90.37306,Mirpur,Kallyanpur
3877.0,"North Dhanmondi Road, Kalabagan, Dhaka",6400000,Apartment,2.0,2.0,700.0,23.738870000000002,90.37815,Kalabagan,North Dhanmondi Road
3878.0,"Ibrahimpur Bazar Road, Ibrahimpur, Dhaka",5000000,Apartment,3.0,2.0,1175.0,23.82082,90.3806,Ibrahimpur,Ibrahimpur Bazar Road
3879.0,"Faydabad, Dakshin Khan, Dhaka",3684000,Apartment,2.0,2.0,995.0,23.851589999999998,90.4151,DakshinKhan,Faydabad
3880.0,"Faydabad, Dakshin Khan, Dhaka",3620000,Apartment,2.0,2.0,975.0,23.851589999999998,90.4151,DakshinKhan,Faydabad
3881.0,"Enayet Ganj, Hazaribag, Dhaka",3500000,Apartment,3.0,2.0,950.0,23.72554,90.37601,Hazaribag,Enayet Ganj
3882.0,"Enayet Ganj, Hazaribag, Dhaka",2200000,Apartment,2.0,2.0,650.0,23.72554,90.37601,Hazaribag,Enayet Ganj
3884.0,"Namapara, Khilkhet, Dhaka",4500000,Apartment,3.0,3.0,1270.0,23.833029999999997,90.435,Khilkhet,Namapara
3885.0,"Azimpur, Lalbagh, Dhaka",3800000,Apartment,2.0,2.0,840.0,23.73266,90.38481999999999,Lalbagh,Azimpur
3886.0,"Section 12, Mirpur, Dhaka",2600000,Apartment,2.0,2.0,650.0,23.81223,90.35967,Mirpur,Section 12
3887.0,"Block A, Lalmatia, Dhaka",20677000,Apartment,3.0,3.0,1798.0,23.75669,90.37316,Lalmatia,Block A
3888.0,"PC Culture Housing, Mohammadpur, Dhaka",10500000,Apartment,3.0,4.0,1560.0,23.76427,90.36547,Mohammadpur,PC Culture Housing
3889.0,"Block A, Lalmatia, Dhaka",18848500,Apartment,3.0,3.0,1639.0,23.75669,90.37316,Lalmatia,Block A
3890.0,"Block A, Lalmatia, Dhaka",20677000,Apartment,3.0,3.0,1798.0,23.75669,90.37316,Lalmatia,Block A
3891.0,"Block A, Lalmatia, Dhaka",18848500,Apartment,3.0,3.0,1639.0,23.75669,90.37316,Lalmatia,Block A
3892.0,"Block F, Bashundhara R-A, Dhaka",11000000,Apartment,3.0,3.0,1500.0,23.75625,90.36915,BashundharaR-A,Block F
3893.0,"Block F, Bashundhara R-A, Dhaka",11000000,Apartment,3.0,3.0,1500.0,23.75625,90.36915,BashundharaR-A,Block F
3894.0,"Sector 12, Uttara, Dhaka",12000000,Apartment,3.0,3.0,1700.0,23.86846,90.3928,Uttara,Sector 12
3895.0,"East Kazipara, Mirpur, Dhaka",5500000,Apartment,3.0,2.0,1050.0,23.800910000000002,90.37135,Mirpur,East Kazipara
3896.0,"Sector 10, Uttara, Dhaka",6000000,Apartment,3.0,3.0,1044.0,23.86846,90.3928,Uttara,Sector 10
3897.0,"Dhaka Housing Main Road, Shyamoli, Dhaka",6000000,Apartment,3.0,2.0,1075.0,23.77395,90.35933,Shyamoli,Dhaka Housing Main Road
3898.0,"Road No 4, Dhanmondi, Dhaka",9000000,Apartment,3.0,3.0,1036.0,23.78855,90.40080999999999,Dhanmondi,Road No 4
3899.0,"North Adabor, Adabor, Dhaka",9880000,Apartment,3.0,3.0,1520.0,23.74372,90.385,Adabor,North Adabor
3900.0,"Dakhshin Para, Mohakhali, Dhaka",4070000,Apartment,2.0,2.0,740.0,23.780739999999998,90.40911,Mohakhali,Dakhshin Para
3901.0,"Dakhshin Para, Mohakhali, Dhaka",4290000,Apartment,2.0,2.0,780.0,23.780739999999998,90.40911,Mohakhali,Dakhshin Para
3902.0,"Dakhshin Para, Mohakhali, Dhaka",4400000,Apartment,2.0,2.0,800.0,23.780739999999998,90.40911,Mohakhali,Dakhshin Para
3903.0,"Dakhshin Para, Mohakhali, Dhaka",6440500,Apartment,3.0,3.0,1171.0,23.780739999999998,90.40911,Mohakhali,Dakhshin Para
3904.0,"Block G, Bashundhara R-A, Dhaka",12500000,Apartment,3.0,4.0,1710.0,23.78357,90.40878000000001,BashundharaR-A,Block G
3905.0,"North Azampur, Dakshin Khan, Dhaka",6999490,Apartment,3.0,3.0,1500.0,23.851589999999998,90.4151,DakshinKhan,North Azampur
3906.0,"North Azampur, Dakshin Khan, Dhaka",7312900,Apartment,3.0,3.0,1620.0,23.851589999999998,90.4151,DakshinKhan,North Azampur
3907.0,"North Azampur, Dakshin Khan, Dhaka",10969350,Apartment,4.0,4.0,2320.0,23.851589999999998,90.4151,DakshinKhan,North Azampur
3908.0,"Sector 12, Uttara, Dhaka",9500000,Apartment,3.0,3.0,1331.0,23.86846,90.3928,Uttara,Sector 12
3909.0,"Block D, Bashundhara R-A, Dhaka",19500000,Apartment,3.0,3.0,2000.0,23.81709,90.43238000000001,BashundharaR-A,Block D
3910.0,"Indira Road, Tejgaon, Dhaka",15500000,Apartment,3.0,3.0,1430.0,23.75641,90.3887,Tejgaon,Indira Road
3911.0,"Indira Road, Tejgaon, Dhaka",15500000,Apartment,3.0,3.0,1430.0,23.75641,90.3887,Tejgaon,Indira Road
3912.0,"Sector 13, Uttara, Dhaka",10500000,Apartment,3.0,4.0,1488.0,23.86846,90.3928,Uttara,Sector 13
3913.0,"Sector 5, Uttara, Dhaka",6500000,Apartment,3.0,3.0,1213.0,23.86846,90.3928,Uttara,Sector 5
3914.0,"Block F, Bashundhara R-A, Dhaka",11000000,Apartment,3.0,4.0,1500.0,23.75625,90.36915,BashundharaR-A,Block F
3915.0,"Chowdhuripara, Khilgaon, Dhaka",11000000,Apartment,3.0,3.0,1255.0,23.75349,90.42469,Khilgaon,Chowdhuripara
3916.0,"Chowdhuripara, Khilgaon, Dhaka",11200000,Apartment,3.0,3.0,1250.0,23.75349,90.42469,Khilgaon,Chowdhuripara
3917.0,"Chowdhuripara, Khilgaon, Dhaka",11200000,Apartment,3.0,3.0,1250.0,23.75349,90.42469,Khilgaon,Chowdhuripara
3918.0,"Block G, Bashundhara R-A, Dhaka",10000000,Apartment,3.0,3.0,1550.0,23.78357,90.40878000000001,BashundharaR-A,Block G
3919.0,"Section 2, Mirpur, Dhaka",5500000,Apartment,2.0,2.0,1100.0,23.81223,90.35967,Mirpur,Section 2
3920.0,"Madartek, Bashabo, Dhaka",3314500,Apartment,2.0,2.0,947.0,23.74009,90.43418,Bashabo,Madartek
3921.0,"Tilpapara, Khilgaon, Dhaka",4500000,Apartment,2.0,2.0,700.0,23.75349,90.42469,Khilgaon,Tilpapara
3922.0,"Madartek, Bashabo, Dhaka",3321500,Apartment,2.0,2.0,949.0,23.74009,90.43418,Bashabo,Madartek
3923.0,"Madartek, Bashabo, Dhaka",3405500,Apartment,3.0,2.0,973.0,23.74009,90.43418,Bashabo,Madartek
3924.0,"Nobodoy Housing Society, Mohammadpur, Dhaka",3600000,Apartment,2.0,2.0,750.0,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
3925.0,"Nobodoy Housing Society, Mohammadpur, Dhaka",5355000,Apartment,3.0,3.0,1021.0,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
3926.0,"Block F, Bashundhara R-A, Dhaka",8500000,Apartment,3.0,4.0,1255.0,23.75625,90.36915,BashundharaR-A,Block F
3927.0,"aziz Moholla, Mohammadpur, Dhaka",6000000,Apartment,4.0,4.0,1300.0,23.76427,90.36547,Mohammadpur,aziz Moholla
3928.0,"Salimullah Road, Mohammadpur, Dhaka",8400000,Apartment,3.0,3.0,1350.0,23.75913,90.36407,Mohammadpur,Salimullah Road
3929.0,"Section 12, Mirpur, Dhaka",2700000,Apartment,2.0,2.0,650.0,23.81223,90.35967,Mirpur,Section 12
3930.0,"Mirpur Road, Shyamoli, Dhaka",7500000,Apartment,3.0,3.0,1264.0,23.73818,90.38389000000001,Shyamoli,Mirpur Road
3931.0,"Malibagh Chowdhury Para, Malibagh, Dhaka",13000000,Apartment,3.0,3.0,1545.0,23.7538,90.41993000000001,Malibagh,Malibagh Chowdhury Para
3932.0,"Mohammadi Housing LTD., Mohammadpur, Dhaka",3800000,Apartment,2.0,2.0,785.0,23.76427,90.36547,Mohammadpur,Mohammadi Housing LTD.
3933.0,"Section 6, Mirpur, Dhaka",22200000,Apartment,4.0,5.0,3100.0,23.81223,90.35967,Mirpur,Section 6
3934.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",7000000,Apartment,3.0,3.0,1300.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
3935.0,"Section 12, Mirpur, Dhaka",3000000,Apartment,2.0,2.0,626.0,23.81223,90.35967,Mirpur,Section 12
3936.0,"Section 12, Mirpur, Dhaka",3200000,Apartment,2.0,2.0,626.0,23.81223,90.35967,Mirpur,Section 12
3937.0,"Bank Colony, Savar, Dhaka",6000000,Apartment,3.0,3.0,1521.0,23.841520000000003,90.24643,Savar,Bank Colony
3938.0,"Section 1, Mirpur, Dhaka",4500000,Apartment,3.0,2.0,1110.0,23.81223,90.35967,Mirpur,Section 1
3939.0,"Section 11, Mirpur, Dhaka",1800000,Apartment,2.0,2.0,650.0,23.81223,90.35967,Mirpur,Section 11
3940.0,"Block E, Banasree, Dhaka",6500000,Apartment,3.0,3.0,1220.0,23.76354,90.4318,Banasree,Block E
3941.0,"Sector 5, Uttara, Dhaka",20728500,Apartment,3.0,4.0,1759.0,23.86846,90.3928,Uttara,Sector 5
3942.0,"Ward 98, Rampura, Dhaka",7000000,Apartment,3.0,3.0,1400.0,23.76768,90.42307,Rampura,Ward 98
3943.0,"Ward 98, Rampura, Dhaka",7000000,Apartment,3.0,3.0,1400.0,23.76768,90.42307,Rampura,Ward 98
3944.0,"Salimuddin Market Road, Mirpur, Dhaka",8088000,Apartment,3.0,3.0,1440.0,23.81467,90.37306,Mirpur,Salimuddin Market Road
3945.0,"Section 11, Mirpur, Dhaka",2300000,Apartment,2.0,2.0,650.0,23.81223,90.35967,Mirpur,Section 11
3946.0,"Section 11, Mirpur, Dhaka",4600000,Apartment,4.0,4.0,1300.0,23.81223,90.35967,Mirpur,Section 11
3947.0,"Sector 7, Uttara, Dhaka",17500000,Apartment,3.0,3.0,1800.0,23.86846,90.3928,Uttara,Sector 7
3948.0,"Sector 12, Uttara, Dhaka",10000000,Apartment,3.0,3.0,1800.0,23.86846,90.3928,Uttara,Sector 12
3949.0,"Section 15, Mirpur, Dhaka",10500000,Apartment,3.0,3.0,1553.0,23.81223,90.35967,Mirpur,Section 15
3950.0,"Section 15, Mirpur, Dhaka",12500000,Apartment,3.0,4.0,1872.0,23.81223,90.35967,Mirpur,Section 15
3951.0,"Uttar Badda, Badda, Dhaka",6050000,Apartment,3.0,3.0,1200.0,23.81501,90.43623000000001,Badda,Uttar Badda
3952.0,"Uttar Badda, Badda, Dhaka",6050000,Apartment,3.0,3.0,1200.0,23.81501,90.43623000000001,Badda,Uttar Badda
3953.0,"Uttar Badda, Badda, Dhaka",6050000,Apartment,3.0,3.0,1200.0,23.81501,90.43623000000001,Badda,Uttar Badda
3954.0,"Uttar Badda, Badda, Dhaka",6050000,Apartment,3.0,3.0,1200.0,23.81501,90.43623000000001,Badda,Uttar Badda
3955.0,"Uttar Badda, Badda, Dhaka",6050000,Apartment,3.0,3.0,1200.0,23.81501,90.43623000000001,Badda,Uttar Badda
3956.0,"Uttar Badda, Badda, Dhaka",6050000,Apartment,3.0,3.0,1200.0,23.81501,90.43623000000001,Badda,Uttar Badda
3957.0,"Uttar Badda, Badda, Dhaka",6050000,Apartment,3.0,3.0,1200.0,23.81501,90.43623000000001,Badda,Uttar Badda
3958.0,"Uttar Badda, Badda, Dhaka",6050000,Apartment,3.0,3.0,1200.0,23.81501,90.43623000000001,Badda,Uttar Badda
